CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE,COUNTY,CITY,POINT_X,POINT_Y
91952827,2022,2022-12-27,9345,2022-12-17,1655,023079,,6,2,7,0109,0,1,S,,2,904,"I-980 WESTBOUND","17TH STREET",20.00,W,N,A,-,Y,ALA,,980,,,0.847,H,,L,N,3,0,1,2,A,-,08,22107,,F,F,8,A,A,H,-,C,D,0,,,,,Y,,-,99,0,1,0,0,0,0,0,0,0,"- ","- ",37.808948516845703,-122.27700805664062,ALAMEDA,OAKLAND,-122.27680206298828,37.808856964111328
91952888,2022,2022-12-27,9370,2022-12-09,1701,022990,,5,2,7,0109,0,1,1,,2,054,"I-580 E/B","GRAND AVE",1445.00,W,N,A,-,Y,ALA,,580,,,43.912,H,,R,Y,4,0,1,4,A,-,03,22350,,M,C,C,A,B,H,-,C,D,0,,,Y,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",37.813980102539062,-122.25113677978516,ALAMEDA,OAKLAND,-122.25081634521484,37.814037322998047
91953374,2022,2022-12-27,9345,2022-12-24,1805,022891,,6,2,6,0105,0,1,1,,2,070,"I-880 N/B","WARREN AVE",3168.00,S,N,A,-,Y,ALA,,880,,R,1.384,H,,R,Y,3,0,1,2,A,-,01,23152,A,N,C,C,A,A,H,-,C,D,0,,,,,Y,Y,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",37.475200653076172,-121.93190002441406,ALAMEDA,FREMONT,-121.93194580078125,37.475185394287109
91954162,2022,2022-12-28,9370,2022-12-17,2014,022748,,6,2,2,0104,0,1,1,,2,080,"I-80 W/B","POWELL STREET",650.00,E,N,A,-,Y,ALA,,80,,,3.947,H,,L,Y,4,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",37.840091705322266,-122.29711151123047,ALAMEDA,EMERYVILLE,-122.29712677001953,37.840087890625
91954561,2022,2022-12-28,9345,2022-12-21,1716,022549,,3,2,6,0106,0,1,1,,2,072,"I-880 S/B","TENNYSON ROAD",300.00,S,N,A,-,Y,ALA,,880,,,15.555,H,,L,N,4,0,1,3,A,-,03,22350,,M,C,C,A,A,H,-,D,A,0,,,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ","- ",37.630321502685547,-122.08387756347656,ALAMEDA,HAYWARD,-122.08370208740234,37.630401611328125
91955325,2022,2023-03-02,9370,2022-12-27,1200,018499,,2,1,2,0104,0,1,1,,2,080,"I-80 E/B TO POWELL STREET","POWELL STREET",565.00,W,N,B,-,Y,ALA,,80,,,3.689,H,,R,N,4,0,2,3,A,-,03,22350,,N,C,C,A,B,H,-,A,D,0,,,,,Y,,D,22,0,0,2,0,0,0,0,0,0,"- ","- ",37.836589813232422,-122.29551696777344,ALAMEDA,EMERYVILLE,-122.29576873779297,37.836498260498047
91955679,2022,2022-12-29,9375,2022-12-17,1900,023018,,6,2,9,0100,0,3,5,,2,002,"150TH AVENUE","FREEDOM AVENUE",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,12,21453,A,N,D,C,A,A,H,-,C,A,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",37.709499359130859,-122.12461853027344,ALAMEDA,UNINCORPORATED,-122.12452697753906,37.709476470947266
91956309,2022,2022-12-30,9370,2022-12-10,1635,022862,,6,2,7,0109,0,1,1,,2,179,"I-880 N/B TO I-80 E/B","POWELL ST",1696.00,S,N,B,-,Y,ALA,,880,,R,35.613,H,,R,Y,2,0,1,1,A,-,08,22107,,N,E,I,A,B,H,-,A,D,0,,,,Y,Y,,F,25,1,0,0,0,0,0,0,0,0,"- ","- ",37.833648681640625,-122.29425811767578,ALAMEDA,OAKLAND,-122.29435729980469,37.833614349365234
91958738,2022,2023-01-03,9345,2022-12-31,0505,022934,,6,3,6,0106,0,1,1,,2,072,"I-880 S/B","INDUSTRIAL PKY",1584.00,S,N,B,C,Y,ALA,,880,,,14.165,H,,L,N,4,0,1,1,A,-,08,22107,,N,E,I,A,B,H,-,D,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",37.612850189208984,-122.07118225097656,ALAMEDA,HAYWARD,-122.0711669921875,37.61285400390625
91959683,2022,2023-01-04,9390,2022-12-27,0700,021624,,2,1,9,0100,0,1,1,,2,065,"I-680 N/B","ANDRADE RD",3700.00,S,N,B,C,Y,ALA,,680,,R,9.077,H,,R,Y,4,0,1,2,A,-,03,22350,,N,B,C,A,B,H,-,A,D,0,,,,Y,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",37.568870544433594,-121.89443969726562,ALAMEDA,UNINCORPORATED,-121.89447021484375,37.568901062011719
91961565,2022,2023-01-06,9375,2022-12-28,1545,022163,,3,2,9,0100,0,3,5,,2,003,"GARY DR","STROBRIDGE AVE",4.00,W,N,B,-,N,,,,,,,,,,N,4,0,1,2,A,-,05,21650,,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",37.689960479736328,-122.08875274658203,ALAMEDA,UNINCORPORATED,-122.08864593505859,37.690013885498047
91963235,2022,2023-01-09,9390,2022-12-31,0640,021624,,6,1,6,0105,0,1,1,,2,064,"I-680 S/B","SCOTT CREEK RD",2600.00,N,N,B,C,Y,ALA,,680,,M,0.661,H,,L,Y,3,0,1,1,A,-,03,22350,,N,E,I,A,B,H,-,B,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",37.473011016845703,-121.91034698486328,ALAMEDA,FREMONT,-121.91060638427734,37.472930908203125
91963356,2022,2023-01-09,9390,2022-12-31,1230,021964,,6,1,5,0107,0,1,1,,2,052,"I-580 W/B","EL CHARRO RD.",1590.00,E,N,B,C,Y,ALA,,580,,,16.400,H,,R,Y,3,0,2,3,A,-,03,22350,,N,E,I,A,B,H,-,A,D,0,,,,,Y,,A,01,0,2,0,0,0,0,0,0,0,"- ","- ",37.701400756835938,-121.84391021728516,ALAMEDA,LIVERMORE,-121.84391021728516,37.701324462890625
91964649,2023,2023-01-10,9390,2023-01-02,1400,022302,,1,2,9,0100,0,3,5,,2,200,"BERNAL AVENUE","VINEYARD AVENUE",0.00,,Y,B,C,N,,,,,,,,,,Y,3,0,1,2,A,-,12,21453,A,N,D,C,A,B,H,-,A,A,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",37.662860870361328,-121.85679626464844,ALAMEDA,UNINCORPORATED,,
91965439,2023,2023-01-11,9345,2023-01-04,1850,022705,,3,2,9,0100,0,1,1,,2,074,"I-880 SOUTHBOUND (NIMITZ FREEWAY)","HACIENDA AVENUE",1056.00,N,N,B,C,Y,ALA,,880," "," ",19.479,H,,L,N,4,0,3,4,A,-,03,22350,,N,C,2,A,A,H,-,C,D,0,,,,,Y,,A,01,0,0,3,0,0,0,0,0,0,"- ","- ",37.678478240966797,-122.12049865722656,ALAMEDA,UNINCORPORATED,-122.12054443359375,37.678436279296875
91965678,2023,2024-01-18,9390,2023-01-05,1220,020395,,4,1,9,0100,0,1,1,,2,054,"INTERSTATE 580 (EASTBOUND)","GRANT LINE ROAD",7920.00,W,N,B,C,Y,ALA,,580," ",R,4.954,H,,L,Y,3,0,1,2,A,-,03,22350,,N,D,2,A,B,H,-,A,D,0,,,,Y,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",37.724460601806641,-121.64382934570312,ALAMEDA,UNINCORPORATED,-121.64385223388672,37.724506378173828
91969032,2023,2023-01-16,9390,2023-01-05,"500 ",022035,,4,3,9,0100,0,1,3,,2,330,"SR-84 EASTBOUND","LITTLE VALLEY ROAD",5280.00,E,N,B,-,Y,ALA,,84," "," ",20.855,H,,R,N,3,0,1,2,A,-,08,22107,,N,A,C,A,B,H,-,D,D,0,,,,Y,Y,,G,25,0,1,0,0,0,0,0,0,0,"- ","- ",37.608070373535156,-121.82810211181641,ALAMEDA,UNINCORPORATED,-121.828125,37.60809326171875
91969326,2023,2023-01-17,9370,2023-01-05,1040,023196,,4,1,7,0109,0,1,1,,2,098,"I-980 E/B","27TH ST",735.00,E,N,C,-,Y,ALA,,980," "," ",1.346,H,,R,Y,4,0,1,1,A,-,03,22350,,N,E,I,A,B,H,-,A,D,0,,,,,Y,,D,22,0,0,1,0,0,0,0,0,0,"- ","- ",37.814579010009766,-122.27124786376953,ALAMEDA,OAKLAND,-122.27114105224609,37.814525604248047
91970756,2023,2023-01-18,9345,2023-01-12,"242 ",022943,,4,3,5,0113,0,1,1,,2,072,"I-880 SOUTHBOUND","ALVARADO NILES RD",898.00,N,N,B,-,Y,ALA,,880," "," ",13.226,H,,L,N,4,0,1,1,A,-,01,23152,F,N,E,I,A,A,H,-,C,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",37.601020812988281,-122.06260681152344,ALAMEDA,"UNION CITY",-122.06271362304688,37.600975036621094
91972631,2023,2023-01-20,9370,2023-01-09,"245 ",023194,,1,3,7,0109,0,1,1,,2,054,"I-580 W/B","LAKE PARK AVE",147.00,E,N,C,-,Y,ALA,,580," "," ",43.209,H,,L,N,3,0,1,1,A,-,03,22350,,N,E,I,A,B,H,-,D,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",37.808330535888672,-122.24140167236328,ALAMEDA,OAKLAND,-122.24148559570312,37.808181762695312
91972986,2023,2023-01-20,9345,2023-01-07,2333,023012,,6,3,9,0100,0,1,1,,2,072,"I-880 S/B","INDUSTRIAL PKY W",589.00,S,N,B,-,Y,ALA,,880," "," ",14.419,H,,L,Y,3,0,3,3,A,-,03,22350,,N,C,C,A,B,H,-,C,D,0,,,,,Y,,-,"- ",0,1,2,0,0,0,0,0,0,"- ","- ",37.616058349609375,-122.07350158691406,ALAMEDA,UNINCORPORATED,-122.07347869873047,37.616069793701172
91974500,2023,2023-01-23,9345,2023-01-20,1250,021408,,5,1,5,0113,0,1,1,,2,072,"I-880 N/B","ALVARADO-NILES RD",447.00,S,N,A,-,Y,ALA,,880," "," ",12.951,H,,R,Y,4,0,1,4,A,-,08,22107,,N,B,C,A,A,H,-,A,D,0,,,,Y,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",37.597549438476562,-122.05996704101562,ALAMEDA,"UNION CITY",-122.05996704101562,37.597553253173828
91974890,2023,2023-01-23,9370,2023-01-10,1645,022487,,2,2,7,0109,0,1,1,,2,178,"I-880 N/B TO I-80 E/B","POWELL ST",4840.00,S,N,B,-,Y,ALA,,880," ",R,34.995,H,,R,N,3,0,1,2,A,-,07,21658,A,N,B,C,A,B,H,-,A,D,0,,,,,Y,,-,"- ",0,1,0,0,0,0,0,0,0,"- ","- ",37.825481414794922,-122.29071044921875,ALAMEDA,OAKLAND,-122.29076385498047,37.825481414794922
91975472,2023,2023-01-24,9345,2023-01-13,"350 ",022548,,5,3,6,0105,0,1,1,,2,070,"I-880 S/B","DIXON LANDING RD",5122.00,N,N,A,-,Y,ALA,,880," ",R,0.896,H,,L,Y,4,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,C,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",37.467891693115234,-121.92886352539062,ALAMEDA,FREMONT,-121.92874145507812,37.467926025390625
91975597,2022,2023-01-24,9370,2022-12-30,0200,022821,,5,3,7,0109,0,1,1,,2,176,"I-880 N/B","FRUITVALE AVENUE",645.00,S,N,C,-,Y,ALA,,880,,,28.257,H,,R,Y,3,0,2,3,C,-,18,,,N,C,C,E,B,H,-,D,D,0,Y,,,Y,Y,,-,"- ",0,2,0,0,1,0,0,0,0,"- ","- ",37.772678375244141,-122.2259521484375,ALAMEDA,OAKLAND,-122.22599029541016,37.772609710693359
91975639,2022,2023-01-24,9370,2022-12-16,1548,022862,,5,2,6,0103,0,1,1,,2,081,"I-80 W/B","UNIVERSITY AVE",617.00,W,N,A,-,Y,ALA,,80,,,5.704,H,,L,Y,4,0,1,4,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",37.86492919921875,-122.30326843261719,ALAMEDA,BERKELEY,-122.30335235595703,37.864917755126953
91978065,2023,2023-01-26,9345,2023-01-16,1925,022131,,1,2,6,0106,0,1,3,,2,092,"I-880 NORTHBOUND",SR-92,150.00,N,N,B,-,Y,,,,,,,,,,N,4,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,C,D,0,,,,,Y,,A,07,0,0,2,0,0,0,0,0,0,"- ","- ",37.645889282226562,-122.09398651123047,ALAMEDA,HAYWARD,-122.09432220458984,37.645645141601562
91980183,2023,2023-01-27,9345,2023-01-17,1800,022259,,2,2,5,0113,0,1,1,,2,072,"I-880 SOUTHBOUND (NIMITZ FREEWAY)","ALVARADO-NILES ROAD",1742.00,S,N,A,-,Y,ALA,,880," "," ",12.704,H,,L,N,4,0,2,2,A,-,04,21703,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,08,0,0,2,0,0,0,0,0,0,"- ","- ",37.594379425048828,-122.05808258056641,ALAMEDA,"UNION CITY",-122.05801391601562,37.594409942626953
91980204,2023,2023-01-27,9345,2023-01-19,1900,022199,,4,2,9,0100,0,2,S,,2,004,"D ST","KINGS CT",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,1,A,-,08,22107,,N,F,A,A,A,H,-,C,D,0,,,Y,,Y,,C,02,0,1,0,0,0,0,0,0,1,"- ","- ",37.676349639892578,-122.07057952880859,ALAMEDA,UNINCORPORATED,,
91980882,2023,2023-01-30,9390,2023-01-14,1313,022149,,6,1,9,0100,0,1,1,,2,053,"I-580 WESTBOUND","N. FLYNN ROAD.",2600.00,W,N,B,C,Y,ALA,,580," ",R,6.484,H,,L,Y,2,0,1,1,A,-,01,23152,A,M,E,I,A,B,H,-,A,D,0,,,,,Y,Y,A,01,1,0,0,0,0,0,0,0,0,"- ","- ",37.718318939208984,-121.66944885253906,ALAMEDA,UNINCORPORATED,-121.66947937011719,37.718242645263672
91981328,2023,2023-01-30,9370,2023-01-20,1638,022990,,5,2,7,0109,0,1,1,,2,052,"I-580 E/B","FOOTHILL BLVD",1190.00,W,N,A,-,Y,ALA,,580," ",R,35.307,H,,R,Y,3,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",37.740310668945312,-122.14394378662109,ALAMEDA,OAKLAND,-122.14383697509766,37.740367889404297
91982080,2023,2023-01-30,9345,2023-01-20,"625 ",020911,,5,1,6,0105,0,1,1,,2,070,"I-880 N/B","STEVENSON BOULEVARD",1954.00,S,N,A,-,Y,ALA,,880," "," ",5.849,H,,R,N,4,0,1,4,A,-,17,23114,A,F,E,J,A,A,H,-,C,D,0,,,,,Y,,-,99,0,0,1,0,0,0,0,0,0,"- ","- ",37.519180297851562,-121.98193359375,ALAMEDA,FREMONT,-121.98186492919922,37.519229888916016
91982247,2023,2023-01-30,9390,2023-01-21,1750,022174,,6,2,9,0100,0,1,1,,2,065,"I-680 SOUTHBOUND","CALAVERAS ROAD",2112.00,S,N,A,-,Y,ALA,,680," ",R,10.671,H,,L,Y,3,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,C,A,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",37.583999633789062,-121.87355804443359,ALAMEDA,UNINCORPORATED,-121.87353515625,37.583992004394531
91982850,2023,2023-01-31,9345,2023-01-22,1600,022131,,7,2,6,0106,0,1,1,,2,073,"I-880 SOUTHBOUND","WINTON AVENUE",1700.00,S,N,A,-,Y,ALA,,880," "," ",17.280,H,,L,N,4,0,2,1,A,-,08,22107,,N,E,I,A,A,H,-,A,D,0,,,,,Y,,-,"- ",0,0,2,0,0,0,0,0,0,"- ","- ",37.652210235595703,-122.09890747070312,ALAMEDA,HAYWARD,-122.09901428222656,37.652172088623047
91983213,2023,2023-01-31,9390,2023-01-25,1950,022149,,3,2,9,0100,0,2,4,,2,557,"ALTAMONT PASS ROAD","DYER ROAD",5100.00,W,N,A,-,N,,,,,,,,,,Y,4,0,1,1,A,-,08,22107,,N,E,I,A,A,H,-,D,D,0,,,,,Y,,A,07,0,0,1,0,0,0,0,0,0,"- ","- ",37.746631622314453,-121.65579223632812,ALAMEDA,UNINCORPORATED,-121.67551422119141,37.725620269775391
91983426,2023,2023-01-31,9345,2023-01-20,"10  ",023040,,5,3,9,0100,0,1,S,,2,580,"I-580 E/B FROM FAIRMONT DRIVE","FAIRMONT DRIVE",20.00,E,N,A,-,Y,,,,,,,,,,N,3,0,1,2,A,-,10,21950,A,F,G,B,B,A,H,-,C,A,0,Y,,,,Y,Y,-,"- ",0,1,0,0,1,0,0,0,0,"- ","- ",37.707828521728516,-122.12259674072266,ALAMEDA,UNINCORPORATED,-122.12259674072266,37.707828521728516
91985888,2023,2023-02-03,9390,2023-01-28,1020,019612,,6,1,9,0100,0,1,3,,2,330,"SR-84/VALLECITOS RD.","LITTLE VALLEY RD.",2112.00,E,N,A,-,Y,ALA,,84," "," ",20.187,H,,R,Y,3,0,1,2,A,-,03,22350,,N,C,C,A,A,D,-,A,D,0,,,Y,,Y,,C,02,0,1,0,0,0,0,0,0,1,"- ","- ",37.604419708251953,-121.83936309814453,ALAMEDA,UNINCORPORATED,-121.83943176269531,37.604568481445312
91986341,2023,2023-02-03,9345,2023-01-28,1515,022705,,6,2,9,0100,0,1,1,,2,074,"I-880 NORTHBOUND (NIMITZ FREEWAY)","HACIENDA AVENUE",150.00,S,N,B,-,Y,ALA,,880," "," ",19.238,H,,R,Y,4,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",37.676380157470703,-122.11678314208984,ALAMEDA,UNINCORPORATED,-122.11676788330078,37.676387786865234
91987472,2023,2023-02-06,9345,2023-01-28,1300,023046,,6,1,5,0112,0,1,1,,2,075,"I-880 S/B","MARINA BLVD",200.00,N,N,A,-,Y,ALA,,880," "," ",22.872,H,,L,N,3,0,1,1,A,-,08,22107,,N,F,A,A,A,H,-,A,D,0,,,Y,,Y,,C,02,0,1,0,0,0,0,0,0,1,"- ","- ",37.710941314697266,-122.16738128662109,ALAMEDA,"SAN LEANDRO",-122.16739654541016,37.710922241210938
91987587,2023,2023-02-06,9370,2023-01-26,1220,023196,,4,1,7,0109,0,1,1,,2,080,"I-80 W/B","POWELL ST",1593.00,E,N,A,-,Y,ALA,,80," "," ",4.119,H,,L,N,3,0,1,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,Y,Y,,A,07,0,1,0,0,0,0,0,0,0,"- ","- ",37.842491149902344,-122.29765319824219,ALAMEDA,OAKLAND,-122.29756927490234,37.842502593994141
91987682,2023,2023-03-23,9390,2023-01-31,1200,023163,,2,1,6,0105,0,1,1,,2,064,"I-680 SOUTHBOUND","S/R 262",2534.00,N,N,A,-,Y,ALA,,680," ",M,2.888,H,,L,Y,4,0,1,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",37.500690460205078,-121.92938232421875,ALAMEDA,FREMONT,-121.92929840087891,37.500747680664062
91987793,2023,2023-02-06,9345,2023-02-04,1725,022811,,6,2,6,0105,0,1,1,,2,070,"I-880 N/B","STEVENSON BLVD",3168.00,S,N,B,C,Y,ALA,,880," "," ",5.621,H,,R,Y,3,0,1,1,C,-,18,,,N,E,I,A,B,H,-,B,D,0,,,,,Y,,-,"- ",0,1,0,0,0,0,0,0,0,"- ","- ",37.516761779785156,-121.97907257080078,ALAMEDA,FREMONT,-121.97893524169922,37.516868591308594
91987797,2023,2023-02-06,9345,2023-02-01,1905,020999,,3,2,6,0105,0,1,1,,2,070,"I-880 N/B","WARREN AVENUE",660.00,N,N,A,-,Y,ALA,,880," "," ",2.462,H,,R,N,4,0,1,3,A,-,03,22350,,F,C,C,A,A,H,-,D,D,0,,,,,Y,,-,99,0,0,1,0,0,0,0,0,0,"- ","- ",37.485141754150391,-121.93856811523438,ALAMEDA,FREMONT,-121.93850708007812,37.485195159912109
91988802,2023,2023-02-07,9390,2023-02-03,1305,019612,,5,1,5,0111,0,1,1,,2,066,"I-680 NORTHBOUND","SUNOL BLVD.",100.00,N,N,B,-,Y,ALA,,680," ",R,15.329,H,,R,N,4,0,1,2,C,-,18,,,N,B,2,A,B,H,-,A,D,0,,,,,Y,,-,"- ",0,0,1,0,0,0,0,0,0,"- ","- ",37.640731811523438,-121.88481903076172,ALAMEDA,PLEASANTON,-121.88490295410156,37.640701293945312
91989642,2023,2023-02-08,9345,2023-01-22,1057,023036,,7,1,5,0101,0,1,1,,2,075,"I-880 N/B","WASHINGTON AVE",1056.00,N,N,A,-,Y,ALA,,880," "," ",21.032,H,,R,N,4,0,1,2,A,-,08,22107,,M,B,2,A,A,H,-,A,D,0,,,,,Y,,-,99,0,0,1,0,0,0,0,0,0,"- ","- ",37.693359375,-122.1416015625,ALAMEDA,ALAMEDA,-122.14157104492188,37.693386077880859
91989863,2023,2023-02-08,9345,2023-02-02,"820 ",020414,,4,1,6,0105,0,1,3,,1,184,"SR-84 S/B","TOLL PLAZA",403.00,S,N,A,-,Y,ALA,,84," ",R,3.129,H,,L,Y,3,0,1,2,A,-,17,22109,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,1,0,0,0,0,0,0,0,"- ","- ",37.534931182861328,-122.07634735107422,ALAMEDA,FREMONT,-122.07635498046875,37.534938812255859
91992316,2023,2023-02-13,9345,2023-02-04,"900 ",021936,,6,1,5,0101,0,1,S,,2,581,"I-580 EASTBOUND","E CASTRO VALLEY BOULEVARD UNDERCROSSING",1680.00,W,N,A,-,Y,ALA,,580," ",R,27.388,H,,R,N,4,0,1,1,A,-,01,23152,F,N,E,I,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,1,0,0,0,0,0,0,"- ","- ",37.699100494384766,-122.04102325439453,ALAMEDA,ALAMEDA,-122.04125213623047,37.699260711669922
91992325,2023,2023-02-13,9345,2023-02-10,1240,018844,,5,1,9,0100,0,2,S,,2,044,"EAST AVE","WINDFELDT ROAD",300.00,W,N,A,-,N,,,,,,,,,,N,4,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,0,2,0,0,0,0,0,0,"- ","- ",37.670688629150391,-122.05372619628906,ALAMEDA,UNINCORPORATED,-122.05366516113281,37.670658111572266
91994136,2023,2023-02-14,9370,2023-01-27,1205,022980,,5,1,7,0109,0,1,3,,2,013,"SR-13 SOUTHBOUND","PARK BOULEVARD",715.00,N,N,A,-,Y,ALA,,13," "," ",7.552,H,,L,Y,3,0,2,5,A,-,03,22350,,N,D,2,A,A,H,-,A,D,0,,,,,Y,,A,01,0,2,0,0,0,0,0,0,0,"- ","- ",37.823490142822266,-122.20887756347656,ALAMEDA,OAKLAND,-122.20890045166016,37.823482513427734
91994267,2023,2023-02-14,9345,2023-02-09,1255,022199,,4,1,9,0100,0,2,S,,2,030,"GROVE WAY","REDWOOD RD",75.00,W,N,A,-,N,,,,,,,,,,N,3,0,1,2,C,-,18,,,N,G,B,A,A,H,-,A,D,0,,,,,Y,,-,"- ",0,1,0,0,0,0,0,0,0,"- ","- ",37.684108734130859,-122.07405090332031,ALAMEDA,UNINCORPORATED,-122.07376098632812,37.684139251708984
91995037,2023,2023-02-15,9345,2023-02-08,1340,021316,,3,1,6,0105,0,1,1,,2,070,"I-880 N/B FROM SR-262 S/B",SR-262,1056.00,N,N,A,-,Y,ALA,,880," "," ",2.505,H,,R,N,4,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,A,01,0,0,2,0,0,0,0,0,0,"- ","- ",37.485691070556641,-121.93882751464844,ALAMEDA,FREMONT,-121.93898773193359,37.485561370849609
91995233,2023,2023-02-15,9345,2023-02-13,1645,022579,,1,2,9,0100,0,2,S,,2,012,"HESPERIAN BLVD.","BOCKMAN RD.",117.00,N,N,A,-,N,,,,,,,,,,N,4,0,2,2,A,-,09,21804,A,N,D,C,A,A,H,-,A,D,0,,,,,Y,,A,07,0,0,2,0,0,0,0,0,0,"- ","- ",37.671840667724609,-122.12200927734375,ALAMEDA,UNINCORPORATED,-122.12197875976562,37.671737670898438
91996308,2023,2023-03-09,9390,2023-02-09,1400,019740,,4,2,5,0111,0,1,1,,2,067,"I-680 N/B","STONERIDGE DRIVE",1700.00,N,N,A,-,Y,ALA,,680," ",R,19.608,H,,R,N,4,0,2,2,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,,Y,,D,22,0,0,2,0,0,0,0,0,0,"- ","- ",37.694801330566406,-121.92011260986328,ALAMEDA,PLEASANTON,-121.92010498046875,37.694801330566406
91997995,2023,2023-02-20,9335,2023-02-12,1342,021222,,7,1,7,0109,0,1,1,,1,082,"I-80 WESTBOUND","SFOBB METERING LIGHTS",2930.00,W,N,A,-,Y,ALA,,80," ",R,1.241,H,,L,N,3,0,3,3,A,-,03,22350,,N,C,C,A,A,H,-,A,D,0,,,,Y,Y,,A,01,0,1,2,0,0,0,0,0,0,"- ","- ",37.822200775146484,-122.32720947265625,ALAMEDA,OAKLAND,-122.32720947265625,37.822216033935547
91998257,2023,2023-02-20,9345,2023-02-15,"903 ",021581,,3,1,6,0106,0,1,1,,2,072,"I-880 (NIMITZ FREEWAY)","WHIPPLE ROAD",1795.00,N,N,A,-,Y,ALA,,880," "," ",14.031,H,,R,N,4,0,1,2,A,-,04,21703,,N,C,C,A,A,H,-,A,D,0,,,,Y,Y,,F,26,0,0,1,0,0,0,0,0,0,"- ","- ",37.611228942871094,-122.06974029541016,ALAMEDA,HAYWARD,-122.06966400146484,37.611263275146484
